City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,choyr,46.3611,108.3611,2.73,20,18,2.75,MN,1682210998
331,barra,-11.0894,-43.1417,25.25,60,9,3.0,BR,1682210998
332,vallegrande,-18.4897,-64.1069,12.11,94,79,1.57,BO,1682210998
333,harstad,68.799,16.5293,-2.69,97,100,5.36,NO,1682210998
334,naze,28.3667,129.4833,21.51,71,22,6.95,JP,1682210998
335,taltal,-25.4,-70.4833,18.1,81,10,1.43,CL,1682210856
336,christchurch,-43.5333,172.6333,20.18,79,6,4.12,NZ,1682210859
337,susuman,62.7833,148.1667,-3.56,74,97,3.49,RU,1682210998
338,las terrenas,19.311,-69.5428,23.64,85,40,3.97,DO,1682210998
339,jianshui,23.6363,102.8264,24.82,36,2,2.56,CN,1682210998
340,sur,22.5667,59.5289,28.74,65,100,3.6,OM,1682210999
341,port augusta,-32.5,137.7667,22.77,39,0,3.31,AU,1682210999
342,fort bragg,35.139,-79.006,18.08,95,75,2.24,US,1682210999
343,stephenville,32.2207,-98.2023,16.0,73,75,4.12,US,1682210999
344,tabarka,36.9544,8.758,15.36,77,20,2.06,TN,1682210999
345,porto novo,6.4965,2.6036,29.9,85,100,3.68,BJ,1682210999
346,corner brook,48.9667,-57.9484,4.09,90,60,4.04,CA,1682210999
347,piti village,13.4626,144.6933,29.61,82,75,8.75,GU,1682210999
348,saint-pierre,-21.3393,55.4781,23.82,64,0,3.6,RE,1682210999
349,uray,60.1247,64.7758,2.57,92,62,2.21,RU,1682210999
350,paradip garh,20.3167,86.6167,25.35,62,100,3.08,IN,1682210999
351,ruteng,-8.6136,120.4721,22.27,63,69,0.68,ID,1682210999
352,weno,7.4515,151.8468,29.97,84,75,4.12,FM,1682211000
353,malakhovka,55.6478,38.0249,6.4,87,12,0.0,RU,1682211000
354,malvan,16.0667,73.4667,24.52,81,0,4.07,IN,1682211000
355,naryn,41.4287,75.9911,3.62,43,6,3.12,KG,1682211000
356,gargalianoi,37.0667,21.6333,12.42,61,0,1.7,GR,1682211000
357,okondja,-0.6549,13.6753,21.65,99,95,0.86,GA,1682211000
358,grafton,42.207,-71.6856,11.27,83,100,4.63,US,1682211001
359,yanam,16.7333,82.2167,27.59,86,30,0.77,IN,1682211001
360,beledweyne,4.7358,45.2036,27.21,73,100,3.96,SO,1682211001
361,saldanha,-33.0117,17.9442,14.03,93,100,7.87,ZA,1682211001
362,tarinkot,32.6268,65.8733,16.06,19,0,2.3,AF,1682211001
363,palma campania,40.8649,14.5487,15.84,86,51,0.78,IT,1682211001
364,matipo,-20.2839,-42.3411,17.93,88,100,1.2,BR,1682211002
